id,question,cot,answer,unit
NL356,"A capacitor has a capacitance of 5 µF, and its charge varies from 0 to 1500 µC. What is the maximum electric field energy (J)?","Step 1: Convert the given values to SI units: $C = 5 \times 10^{-6}$ F and $Q_{\text{max}} = 1500 \times 10^{-6}$ C.
Step 2: Use the energy formula for a capacitor $W = \frac{Q^2}{2C}$ with the maximum charge to find the maximum energy.
Step 3: Substitute the values: $W_{\text{max}} = \frac{(1500 \times 10^{-6})^2}{2 \times 5 \times 10^{-6}}$.
Step 4: Compute the numerator $(1500 \times 10^{-6})^2 = 2.25 \times 10^{-6}$ and the denominator $2 \times 5 \times 10^{-6} = 10^{-5}$, then divide to get $0.225$ J.",0.225,J
NL351,A capacitor has a capacitance of 12 µF and a voltage of 100 V. Calculate the electric field energy (J).,"Step 1: Convert the capacitance from microfarads to farads: $C = 12 \times 10^{-6}$ F.
Step 2: Use the energy formula $W = \frac{1}{2} C V^2$ with $V = 100$ V.
Step 3: Compute $V^2 = 10000$ and multiply: $W = 0.5 \times 12 \times 10^{-6} \times 10000 = 0.06$ J.",0.06,J
NL390,A coil has a magnetic field energy of 0.64 J when the current is 4 A. Calculate the inductance.,"Step 1: Identify the given values: magnetic field energy $U_B = 0.64$ J and current $I = 4$ A.
Step 2: Recall the formula for magnetic field energy stored in an inductor: $U_B = \frac{1}{2} L I^2$.
Step 3: Rearrange the formula to solve for inductance: $L = \frac{2 U_B}{I^2}$.
Step 4: Substitute the values and compute: $L = \frac{2 \times 0.64}{4^2} = \frac{1.28}{16} = 0.08$ H.",0.08,H
NL310,"In an ideal LC circuit, how does the total energy (electrical and magnetic) vary over time?","Step 1: Recognize that an ideal LC circuit has no resistive elements, so energy is not dissipated.
Step 2: The total energy is the sum of the electric energy in the capacitor and the magnetic energy in the inductor.
Step 3: In the absence of energy loss, the total energy remains constant over time as it oscillates between the capacitor and inductor.","Equal, unchanged",J
NL367,"An inductor in an LC circuit has an instantaneous current I = 1.5cos(2000t), and an inductance L = 0.4 H. What is the magnetic field energy at time t = 5 × 10⁻⁴ s?","Step 1: Evaluate the instantaneous current at $t = 5 \times 10^{-4}$ s using $I = 1.5 \cos(2000t)$, which gives $I = 1.5 \cos(1)$.
Step 2: Compute $\cos(1) \approx 0.5403$, so the current is $I \approx 1.5 \times 0.5403 = 0.81045$ A.
Step 3: Use the magnetic energy formula $U = \frac{1}{2} L I^2$ with $L = 0.4$ H and the calculated current.
Step 4: Compute $I^2 \approx (0.81045)^2 = 0.6568$, then $U = 0.5 \times 0.4 \times 0.6568 = 0.13136$ J.",0.131,J
NL354,A coil has a magnetic field energy of 0.25 J when the current is 1 A. What is the inductance (H)?,"Step 1: Recall the formula for magnetic energy stored in an inductor: $W_L = \frac{1}{2} L I^2$.
Step 2: Rearrange the formula to solve for inductance: $L = \frac{2 W_L}{I^2}$.
Step 3: Substitute the given values $W_L = 0.25$ J and $I = 1$ A into the equation: $L = \frac{2 \times 0.25}{1^2}$.
Step 4: Compute the result to find the inductance $L = 0.5$ H.",0.5,H
NL021,"A parallel-plate capacitor with C = 40 μF is charged to 100 V and then isolated. After that, the plates are moved apart, causing the capacitance to decrease to 20 μF. Calculate the energy stored in the electric field (mJ) after the change.","Step 1: Calculate the constant charge on the isolated capacitor using $Q = C_1 U_1$ with $C_1 = 40 \times 10^{-6}$ F and $U_1 = 100$ V, giving $Q = 4 \times 10^{-3}$ C.
Step 2: The final energy stored is given by $E_2 = \frac{Q^2}{2 C_2}$, where $C_2 = 20 \times 10^{-6}$ F.
Step 3: Substitute the values to get $E_2 = \frac{(4 \times 10^{-3})^2}{2 \times 20 \times 10^{-6}} = 0.4$ J.
Step 4: Convert the energy to millijoules: $0.4$ J $= 400$ mJ.",400,mJ
NL355,A capacitor has a charge of 1800 µC and a capacitance of 9 µF. What is the stored energy (J)?,"Step 1: Convert the given charge and capacitance to SI units: $Q = 1800 \times 10^{-6}$ C and $C = 9 \times 10^{-6}$ F.
Step 2: Use the energy formula $W = \frac{1}{2} \frac{Q^2}{C}$.
Step 3: Compute $Q^2 = (1800 \times 10^{-6})^2 = 3.24 \times 10^{-6}$ C².
Step 4: Divide by $C$ to get $3.24 \times 10^{-6} / (9 \times 10^{-6}) = 0.36$, then multiply by $1/2$ to obtain $0.18$ J.",0.18,J
NL357,"A coil has a current changing according to I(t) = 4sin(100πt), and an inductance L = 0.3 H. What is the maximum magnetic field energy (J)?","Step 1: The maximum magnetic energy stored in an inductor is given by $W_{L,\text{max}} = \frac{1}{2} L I_{\text{max}}^2$.
Step 2: From the current equation $I(t) = 4\sin(100\pi t)$, the maximum current is $I_{\text{max}} = 4$ A.
Step 3: Substitute $L = 0.3$ H and $I_{\text{max}} = 4$ A into the formula: $W_{L,\text{max}} = \frac{1}{2} \times 0.3 \times 4^2$.
Step 4: Compute the result: $0.15 \times 16 = 2.4$ J.",2.4,J
NL103,"A capacitor has an electric field energy of 1.8 mJ when its capacitance is 30 μF. Calculate the voltage across its plates (unit: V, round the result to two decimal places).","Step 1: Convert the given energy and capacitance to SI units: $E = 1.8 \text{ mJ} = 1.8 \times 10^{-3}$ J and $C = 30 \ \mu\text{F} = 30 \times 10^{-6}$ F.
Step 2: Use the capacitor energy formula $E = \frac{1}{2} C U^2$ and rearrange to solve for voltage: $U = \sqrt{\frac{2E}{C}}$.
Step 3: Substitute the values to get $U = \sqrt{\frac{2 \times 1.8 \times 10^{-3}}{30 \times 10^{-6}}} = \sqrt{120}$.
Step 4: Compute the square root to find the voltage $U \approx 10.95$ V.",10.95,V
NL105,"An ideal LC circuit undergoes simple harmonic oscillation. At the moment the current reaches its maximum, which energy is at its maximum?","Step 1: Recognize that in an ideal LC circuit, total energy oscillates between the capacitor's electric field and the inductor's magnetic field without loss.
Step 2: Recall that the magnetic energy stored in the inductor is given by $E_L = \frac{1}{2} L I^2$, which depends on the square of the current.
Step 3: Since $E_L$ is directly proportional to $I^2$, the magnetic energy reaches its maximum exactly when the current $I$ is at its maximum.",the magnetic energy stored in the inductor will also be at its maximum,—
NL383,"In an LC circuit, a capacitor has a capacitance of 30 µF, and the voltage at time t is 100cos(1500t). Calculate the electric field energy at t = 0.001 s.","Step 1: Convert capacitance to SI units: $C = 30 \times 10^{-6}$ F.
Step 2: Calculate the instantaneous voltage at $t = 0.001$ s: $V = 100 \cos(1500 \times 0.001) = 100 \cos(1.5)$.
Step 3: Evaluate $\cos(1.5) \approx 0.070737$, so $V \approx 7.0737$ V.
Step 4: Use the energy formula $W = \frac{1}{2} C V^2$ and substitute values: $W = 0.5 \times 30 \times 10^{-6} \times (7.0737)^2$.
Step 5: Compute $(7.0737)^2 \approx 50.037$ and multiply to get $W \approx 0.0007505$ J, which rounds to $0.00075$ J.",0.00075,J
NL395,A charged capacitor has an electrical energy of 0.32 J at a potential difference of 160 V. Calculate the capacitance of the capacitor in microfarads (µF).,"Step 1: Write the energy formula for a capacitor: $U_E = \frac{1}{2} C V^2$, with $U_E = 0.32$ J and $V = 160$ V.
Step 2: Rearrange to solve for capacitance: $C = \frac{2 U_E}{V^2}$.
Step 3: Substitute the values: $C = \frac{2 \times 0.32}{160^2} = \frac{0.64}{25600}$ F.
Step 4: Compute the value in farads: $C = 2.5 \times 10^{-5}$ F.
Step 5: Convert to microfarads by multiplying by $10^6$: $C = 25$ µF.",25,µF
NL117,A capacitor has C = 15 μF and U = 60 V. Calculate the stored electric field energy (mJ).,"Step 1: Convert the capacitance to farads: $C = 15 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 60$ V.
Step 3: Compute $U^2 = 3600$ and multiply: $E = 0.5 \times 15 \times 10^{-6} \times 3600 = 0.027$ J.
Step 4: Convert joules to millijoules by multiplying by 1000, giving $27.00$ mJ.",27.00,mJ
NL362,"In an ideal LC circuit, if the maximum charge is 3 mC and the capacitance is 30 µF, what is the total energy of the oscillation?","Step 1: Convert the given maximum charge and capacitance to SI units: $Q_0 = 3 \times 10^{-3}$ C and $C = 30 \times 10^{-6}$ F.
Step 2: Use the total energy formula for an ideal LC circuit, $W = \frac{Q_0^2}{2C}$, which equals the maximum electric field energy.
Step 3: Substitute the values to get $W = \frac{(3 \times 10^{-3})^2}{2 \times 30 \times 10^{-6}} = \frac{9 \times 10^{-6}}{60 \times 10^{-6}}$.
Step 4: Simplify the fraction $9/60$ to obtain the total energy $W = 0.15$ J.",0.15,J
NL369,"In an oscillating LC circuit, when the current is 0.5 A, the magnetic field energy is 0.25 J. What is the inductance of the coil?","Step 1: Use the formula for magnetic energy stored in an inductor, $W_L = \frac{1}{2} L I^2$, with $W_L = 0.25$ J and $I = 0.5$ A.
Step 2: Rearrange the formula to solve for inductance: $L = \frac{2 W_L}{I^2}$.
Step 3: Substitute the given values to get $L = \frac{2 \times 0.25}{(0.5)^2}$.
Step 4: Compute the numerator $2 \times 0.25 = 0.5$ and the denominator $(0.5)^2 = 0.25$, then divide to find $L = 2$ H.",2,H
NL301,A capacitor with a capacitance of 5 µF is charged to a voltage of 200 V. What is the energy (J) stored in the capacitor?,"Step 1: Convert the capacitance from microfarads to farads: $C = 5 \times 10^{-6}$ F.
Step 2: Use the energy formula $W = \frac{1}{2} C U^2$ with $U = 200$ V.
Step 3: Compute $U^2 = 40000$ and multiply: $W = 0.5 \times 5 \times 10^{-6} \times 40000 = 0.1$ J.",0.1,J
NL321,"HeIn an ideal LC circuit, the total energy is 0.08 J. When the electric field energy is 0.02 J, what is the magnetic field energy (J)?","Step 1: Note that in an ideal LC circuit, total energy $W$ is conserved and equals the sum of electric field energy $W_C$ and magnetic field energy $W_L$.
Step 2: Given total energy $W = 0.08$ J and electric field energy $W_C = 0.02$ J, set up the equation $W = W_C + W_L$.
Step 3: Solve for magnetic field energy: $W_L = W - W_C = 0.08 - 0.02 = 0.06$ J.",0.06,J
NL112,"An inductor has L = 0.4 H, the current through it is 3 A. Calculate the magnetic field energy (mJ).","Step 1: Use the energy formula for an inductor, $E = \frac{1}{2} L I^2$, with $L = 0.4$ H and $I = 3$ A.
Step 2: Compute $I^2 = 9$ and multiply by $L$ to get $0.4 \times 9 = 3.6$.
Step 3: Multiply by $\frac{1}{2}$ to find the energy in joules: $E = 1.8$ J.
Step 4: Convert joules to millijoules by multiplying by $1000$, yielding $1800.00$ mJ.",1800.00,mJ
NL381,A capacitor with a capacitance of 5 µF is charged to a voltage of 180 V. Calculate the electric field energy of the capacitor.,"Step 1: Convert the capacitance to farads: $C = 5 \times 10^{-6}$ F.
Step 2: Use the energy formula for a capacitor: $W = \frac{1}{2} C V^2$.
Step 3: Substitute the values: $W = \frac{1}{2} \times (5 \times 10^{-6}) \times 180^2$.
Step 4: Compute $180^2 = 32400$, then multiply: $W = 2.5 \times 10^{-6} \times 32400 = 0.081$ J.",0.081,J
NL400,A coil has an inductance L = 0.4 H and a current varying according to I(t) = 3 × sin(1000t) A. Calculate the maximum magnetic field energy stored in the coil.,"Step 1: Identify the maximum current from $I(t) = 3 \sin(1000t)$ A, which is $I_{\text{max}} = 3$ A.
Step 2: Use the formula for maximum magnetic energy stored in an inductor: $U_{\text{max}} = \frac{1}{2} L I_{\text{max}}^2$.
Step 3: Substitute $L = 0.4$ H and $I_{\text{max}} = 3$ A to get $U_{\text{max}} = 0.5 \times 0.4 \times 3^2$.
Step 4: Compute $3^2 = 9$, then $0.5 \times 0.4 = 0.2$, and finally $0.2 \times 9 = 1.8$ J.",1.8,J
NL097,A capacitor has C = 40 μF and U = 150 V. Calculate the energy (mJ) of the electric field.,"Step 1: Use the energy formula for a capacitor, $E = \frac{1}{2} C U^2$, with $C = 40 \times 10^{-6}$ F and $U = 150$ V.
Step 2: Compute $U^2 = 150^2 = 22500$ and multiply by $C$ to get $40 \times 10^{-6} \times 22500 = 0.9$.
Step 3: Multiply by $\frac{1}{2}$ to obtain the energy in joules: $E = 0.45$ J.
Step 4: Convert joules to millijoules by multiplying by $1000$, yielding $450.00$ mJ.",450.00,mJ
NL092,"A capacitor has an initial energy of 1.6 mJ. After a period of LC oscillation, its energy is reduced to 0.4 mJ. What is the percentage loss (%)?","Step 1: Compute the energy difference by subtracting the final energy from the initial energy: $1.6 \text{ mJ} - 0.4 \text{ mJ} = 1.2 \text{ mJ}$.
Step 2: Divide the energy difference by the initial energy to find the fractional loss: $1.2 / 1.6 = 0.75$.
Step 3: Multiply the fractional loss by $100$ to convert it to a percentage: $0.75 \times 100 = 75\%$.",75,%
NL342,A coil has a maximum magnetic energy of 2 J and an inductance of 0.5 H. What is the maximum current (A) through the coil (round the result to two decimal places)?,"Step 1: Use the magnetic energy formula $W_L = \frac{1}{2} L I^2$ and set $W_L = 2$ J, $L = 0.5$ H to solve for maximum current $I_{\text{max}}$.
Step 2: Rearrange to $I_{\text{max}} = \sqrt{\frac{2 W_L}{L}} = \sqrt{\frac{2 \times 2}{0.5}}$.
Step 3: Compute the value inside the square root: $\frac{4}{0.5} = 8$.
Step 4: Take the square root to get $I_{\text{max}} = \sqrt{8} = 2\sqrt{2} \approx 2.83$ A.",2.83,A
NL333,What is the capacitance (µF) of a charged capacitor that has 0.36 J of energy and a voltage of 120 V?,"Step 1: Recall the energy stored in a capacitor formula $W = \frac{1}{2} C V^2$, with $W = 0.36$ J and $V = 120$ V.
Step 2: Rearrange to solve for capacitance: $C = \frac{2W}{V^2}$.
Step 3: Substitute the values: $C = \frac{2 \times 0.36}{120^2} = \frac{0.72}{14400}$.
Step 4: Compute the result in farads: $C = 5 \times 10^{-5}$ F, then convert to microfarads by multiplying by $10^6$ to get $50$ µF.",50,µF
NL393,A capacitor has a capacitance of 6 µF. The voltage at time t is V(t) = 100 × cos(2000t) V. Calculate the energy stored in the electric field at t = 0.0015 s.,"Step 1: Identify the given values: $C = 6 \times 10^{-6}$ F, $V(t) = 100 \cos(2000t)$, and $t = 0.0015$ s.
Step 2: Compute the voltage at $t = 0.0015$ s: $V = 100 \cos(2000 \times 0.0015) = 100 \cos(3)$ V.
Step 3: Evaluate $\cos(3)$ using radians, which is approximately $-0.99$, so $V \approx -99$ V.
Step 4: Use the energy formula $U = \frac{1}{2} C V^2$ and substitute values: $U = 0.5 \times (6 \times 10^{-6}) \times (-99)^2$.
Step 5: Calculate the result: $U = 3 \times 10^{-6} \times 9801 \approx 0.0294$ J.",0.0294,J
NL029,"A capacitor has C = 30 μF, voltage U = 90 V. Calculate the stored electric field energy (mJ).","Step 1: Convert the capacitance to farads: $C = 30 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 90$ V.
Step 3: Compute $U^2 = 8100$ and then $E = 0.5 \times 30 \times 10^{-6} \times 8100 = 0.1215$ J.
Step 4: Convert the energy to millijoules: $0.1215$ J $= 121.50$ mJ.",121.50,mJ
NL101,An 80 μF capacitor is charged to 60 V. Calculate the energy stored (mJ) in the capacitor.,"Step 1: Convert the capacitance from microfarads to farads: $C = 80 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C V^2$ with $V = 60$ V.
Step 3: Compute $V^2 = 3600$ and multiply: $E = 0.5 \times 80 \times 10^{-6} \times 3600 = 0.144$ J.
Step 4: Convert the energy to millijoules: $0.144$ J $= 144.00$ mJ.",144.00,mJ
NL317,"If the current through a coil is halved, how will the magnetic field energy change?","Step 1: Recall the formula for magnetic field energy stored in a coil: $W = \frac{1}{2} L I^2$.
Step 2: Let the initial current be $I$ and the initial energy be $W_i = \frac{1}{2} L I^2$.
Step 3: The new current is $I/2$, so the new energy is $W_f = \frac{1}{2} L (I/2)^2 = \frac{1}{4} \cdot \frac{1}{2} L I^2$.
Step 4: Compare $W_f$ to $W_i$ to see that the energy is reduced to $1/4$ of its original value.",Reduced to 1/4,-
NL350,"A parallel-plate capacitor has a constant charge. When the distance between the two plates increases from 2 mm to 6 mm, how does the electric field energy change?","Step 1: The electric field energy stored in a capacitor is given by $W = \frac{Q^2}{2C}$, and since the charge $Q$ is constant, $W$ is inversely proportional to $C$.
Step 2: The capacitance of a parallel-plate capacitor is $C = \frac{\epsilon_0 A}{d}$, so $C$ is inversely proportional to the plate separation $d$.
Step 3: When $d$ increases from $2$ mm to $6$ mm, the capacitance changes to $C_2 = \frac{2}{6} C_1 = \frac{C_1}{3}$.
Step 4: Substituting into the energy formula gives $W_2 = \frac{Q^2}{2(C_1/3)} = 3 \cdot \frac{Q^2}{2C_1} = 3 W_1$, so the energy increases 3 times.",increase 3 times,-
NL363,"An inductor with an inductance L = 0.5 H is in an ideal LC circuit. When the current through the inductor is 2√2 A, what is the magnetic field energy?","Step 1: Identify the given values: inductance $L = 0.5$ H and current $I = 2\sqrt{2}$ A.
Step 2: Use the magnetic energy formula $W = \frac{1}{2} L I^2$.
Step 3: Compute the square of the current: $(2\sqrt{2})^2 = 4 \times 2 = 8$.
Step 4: Substitute and calculate: $W = \frac{1}{2} \times 0.5 \times 8 = 2$ J.",2,J
